col.0: MtotZAMS/Msun  col.1:num mergers
430669009.9262963 626
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
0_28754 47.1155 44.0181 6.8987 5.1169 12.0156 13017.2754 15.004 0.30818 48.5488 52.8585 1.0 0.9931 72.82 -16.26 2.082 71.27 -11.38 -21.03 5.114 5.32 True
0_31994 53.1825 52.249 6.9446 6.5016 13.446200000000001 363.0291 7.5027 0.46097 39.5246 43.0744 0.9999 1.0 107.1 -10.89 6.29 100.0 -6.193 2.163 4.847 4.891 True
0_38460 40.7305 36.9636 7.3334 4.0239 11.3573 508.1218 6.4503 0.36135 44.3283 109.3279 0.9998 0.9963 131.3 5.263 -7.436 159.1 42.23 25.69 5.528 5.899 True
0_77376 68.6478 68.5108 8.2835 8.1912 16.4747 8017.9868 16.054 0.20706 20.6351 44.8836 0.9998 0.9969 56.93 -3.351 4.601 50.32 3.163 -19.92 4.392 4.395 True
0_80614 70.0929 60.684 14.6168 7.9896 22.6064 11178.2754 21.019 0.10026 0.0 34.6651 1.0 0.9999 4.955 0.0 -0.0 49.39 9.254 2.294 4.304 4.564 True
0_114676 82.2664 78.0981 11.7703 9.6558 21.426099999999998 6619.373 18.206 0.14742 13.038 13.3823 1.0 0.9999 21.45 5.51 -2.079 35.41 6.484 -3.46 4.135 4.21 True
0_164936 71.6517 71.5186 8.9947 8.8966 17.8913 2465.2617 13.028 0.26917 18.0322 25.1429 0.9998 0.9993 54.93 1.987 -5.899 48.39 -7.16 -12.07 4.326 4.329 True
0_228554 36.4484 32.8346 6.5131 3.1313 9.6444 3124.1704 9.255 0.40848 45.9413 179.0987 0.9996 0.9752 100.3 12.31 -8.183 148.8 15.56 -27.42 5.925 6.407 True
0_235459 70.5674 68.2684 9.982 8.7789 18.7609 754.9598 9.4336 0.090261 11.571 7.9738 1.0 1.0 49.25 -3.314 -3.073 51.53 2.167 -2.955 4.333 4.39 True
0_290254 145.3255 130.8161 16.1115 14.4931 30.604599999999998 4515.0757 21.198 0.026462 0.0 0.0 1.0 1.0 4.363 0.0 -0.0 4.54 -0.06327 -0.0 3.701 3.766 True
0_302751 75.4126 75.3244 9.2322 9.1634 18.3956 13639.8428 20.882 0.29748 8.3624 16.2986 1.0 1.0 36.93 2.142 0.04013 28.47 -1.137 -2.128 4.259 4.261 True
0_307251 113.8533 95.5498 17.4809 12.8171 30.298 769.6152 13.419 0.019216 0.0 6.8852 1.0 1.0 5.431 0.0 0.0 15.7 0.8581 2.21 3.82 3.981 True
0_326690 64.4007 64.1658 7.7046 7.5662 15.270800000000001 10826.7822 17.964 0.36945 24.5651 17.7144 0.9999 1.0 65.55 -6.619 3.414 50.82 -12.93 -2.763 4.494 4.501 True
0_333948 123.1426 103.3676 17.0025 13.0244 30.0269 4615.3857 20.93 0.018885 0.0 5.16 1.0 1.0 4.407 0.0 -0.0 11.09 -0.9636 -1.729 3.777 3.921 True
0_344317 39.3773 39.1346 3.9141 3.7887 7.7028 2557.0051 6.9408 0.25615 32.2718 79.4226 1.0 0.9987 183.3 1.409 -0.8054 130.7 -60.48 13.99 5.719 5.746 True
0_393578 46.5701 46.3289 5.1913 5.0557 10.247 3217.887 11.881 0.55681 55.1941 40.1959 0.9983 0.9991 138.7 0.3679 19.35 86.69 18.28 -13.67 5.191 5.207 True
0_399391 86.2632 69.3069 18.4111 9.4046 27.8157 7360.4526 22.104 0.13342 0.0 29.3968 1.0 1.0 4.437 0.0 0.0 33.3 -9.493 1.598 4.041 4.345 True
0_402532 83.8551 81.1101 11.3282 10.1005 21.4287 7666.4751 18.695 0.088529 16.1379 20.397 0.9996 0.9999 23.42 2.032 -7.066 27.22 8.078 3.328 4.119 4.164 True
0_441326 45.0838 44.9991 4.6983 4.6377 9.335999999999999 13987.6582 17.672 0.61505 59.4578 78.7888 0.9996 0.9968 140.0 -12.38 -7.538 77.48 -11.16 -23.64 5.287 5.293 True
0_449441 58.3548 55.3503 8.1974 6.6253 14.822700000000001 9076.2881 15.892 0.29079 32.0273 67.2252 0.9998 0.9997 64.46 5.52 -5.089 74.58 -22.92 5.865 4.641 4.763 True
0_534787 60.7466 60.6137 7.7337 7.6338 15.3675 373.9721 7.7873 0.38243 28.7688 26.4669 0.9998 1.0 95.96 6.193 -6.937 87.28 -19.21 2.445 4.588 4.592 True
0_545401 127.5168 94.6427 20.9277 12.4514 33.3791 7608.0361 25.428 0.012529 0.0 8.568 1.0 1.0 3.693 0.0 -0.0 13.99 2.709 0.3425 3.741 3.988 True
0_564038 56.8416 53.7717 8.6707 7.0137 15.6844 465.8897 7.6461 0.24389 23.4962 56.5374 0.9998 0.9985 80.59 -4.129 -8.211 72.46 7.442 -18.6 4.688 4.81 True
0_615491 48.3338 46.3398 6.5841 5.5171 12.1012 1133.8821 12.003 0.64829 5.632 12.2621 1.0 1.0 118.1 -1.983 -0.5499 126.3 -11.54 -0.9555 5.063 5.184 True
0_625412 43.6008 42.8701 4.8245 4.4489 9.273399999999999 10418.5146 28.702 0.82581 50.8689 102.3174 0.9988 1.0 132.8 -8.299 -14.54 110.2 -10.7 -0.3717 5.372 5.432 True
0_686163 48.4649 48.399 5.4596 5.4011 10.8607 3531.856 22.252 0.80327 53.0727 57.1136 0.9997 0.9989 114.0 -3.113 -8.57 152.0 -25.71 -20.86 5.086 5.09 True
0_791005 61.3775 58.7712 8.541 7.2596 15.8006 3136.4126 12.077 0.17032 14.4049 16.0168 0.9999 1.0 62.65 -0.1262 -3.802 63.24 0.7839 0.1151 4.553 4.643 True
0_796114 44.2901 44.2453 4.7237 4.679 9.4027 1126.2776 6.4754 0.22653 133.7957 56.2566 0.9921 0.9981 177.9 3.023 37.88 115.9 15.77 19.77 5.338 5.341 True
0_821989 68.9056 68.6699 8.3424 8.2067 16.5491 11117.957 16.997 0.10284 11.8098 22.7612 1.0 0.9999 45.49 2.842 0.7815 39.57 -9.511 2.462 4.385 4.392 True
0_829628 77.0528 70.4125 12.5996 9.0257 21.625300000000003 9221.6729 19.996 0.16901 6.3893 37.4929 1.0 0.9976 15.72 2.105 1.689 37.68 0.817 -15.5 4.2 4.338 True
0_831667 68.5674 65.7055 9.4383 8.0023 17.4406 9280.0479 16.692 0.015126 9.439 9.6725 0.9999 1.0 41.18 -0.3692 3.877 44.82 -2.153 0.1099 4.375 4.453 True
0_897892 81.6552 78.0652 11.3078 9.6885 20.996299999999998 11758.5352 20.988 0.17778 15.6626 27.5292 1.0 0.9998 15.64 -3.996 0.6082 39.61 -2.95 3.949 4.146 4.209 True
0_1017396 35.4331 33.3158 4.5469 3.1584 7.705299999999999 3704.9209 8.7407 0.45529 78.4857 169.8467 0.9992 0.9497 161.2 -5.093 15.2 128.2 84.61 -62.57 6.064 6.357 True
0_1075440 104.7284 81.5437 19.9973 10.744 30.7413 901.8237 13.887 0.040136 0.0 21.4213 1.0 0.9999 5.054 0.0 -0.0 35.28 -3.282 -3.851 3.87 4.143 True
0_1129213 36.2879 34.7311 4.1447 3.0679 7.2126 4014.926 7.1484 0.18755 104.1398 111.5281 0.9992 0.965 170.4 30.99 12.4 112.1 -22.43 -41.24 5.985 6.205 True
