col.0: MtotZAMS/Msun  col.1:num mergers
430526789.57950795 26066
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
0_56 25.3173 25.275 3.3082 3.2545 6.5626999999999995 4016.4731 8.9345 0.55178 40.2329 90.1773 0.9992 0.9966 198.7 3.52 -11.17 130.5 -11.97 -16.82 8.501 8.516 True
0_1824 78.7776 28.7983 22.879 20.2184 43.0974 12296.0938 35.38 0.011602 0.0 0.0 1.0 1.0 1.96 0.0 -0.0 2.968 0.0 -0.0 4.131 7.183 False
0_1895 26.4416 19.5933 4.6066 5.9135 10.5201 3909.0984 12.343 0.53701 87.8978 35.4351 0.0936 0.9999 13.37 -3.487 -6.838 70.3 -4.738 6.686 8.147 11.75 True
0_2463 40.9388 15.0664 10.5591 7.4711 18.0302 56.4204 4.7158 0.22887 8.2005 11.8039 0.997 1.0 3.239 1.201 1.601 103.3 0.4022 -2.813 5.719 10.46 True
0_3288 46.4305 14.7362 12.7185 8.965 21.683500000000002 75.5827 5.6949 0.10372 4.9726 38.8366 0.9998 0.9998 3.444 -0.3565 0.7245 78.96 11.75 7.38 5.289 9.878 True
0_3397 50.0277 16.4203 14.4022 11.7665 26.1687 2747.5986 16.607 0.036707 0.0 17.9618 1.0 0.9997 3.074 0.0 0.0 24.24 2.739 -6.4 5.067 9.272 False
0_5468 38.279 16.1547 8.1099 7.9391 16.049 58.5453 4.3503 0.19853 22.7402 15.6152 0.9862 0.9999 3.129 1.581 -2.996 99.61 1.22 5.902 6.005 10.43 True
0_5550 75.546 74.8366 22.2572 21.8223 44.079499999999996 871.6243 18.454 0.020728 0.0 0.0 1.0 1.0 3.86 -0.0 0.0 3.895 0.03143 0.0 4.19 4.207 True
0_5983 44.7142 18.5537 11.1542 11.4705 22.624699999999997 237.5153 8.0494 0.07288 22.8452 6.4185 0.9999 1.0 9.395 -3.398 0.903 32.94 1.883 -1.304 5.417 9.35 True
0_7820 97.1433 32.1595 26.3694 22.6333 49.0027 3202.3721 27.627 0.010204 0.0 0.0 1.0 1.0 1.96 0.0 -0.0 3.193 0.0 -0.0 3.885 6.779 False
0_10677 43.6783 16.7506 12.3457 7.36 19.7057 60.5723 5.0197 0.18018 11.4984 30.1702 0.9879 0.9997 1.561 0.1568 -2.736 107.1 6.009 -9.294 5.481 10.04 True
0_10882 27.8759 24.6075 4.1413 9.2088 13.350100000000001 611.6723 7.1018 0.27724 16.9715 17.0614 0.9871 1.0 6.248 -0.342 -1.32 33.38 -0.04278 3.731 7.761 10.19 True
0_10906 46.7942 16.1084 12.6774 10.4489 23.1263 120.6764 6.8706 0.11488 5.2574 6.9253 0.9999 1.0 3.662 -0.3239 -0.7221 45.01 -0.3066 -2.584 5.266 9.567 True
0_10965 62.1957 58.3818 19.8822 17.0862 36.9684 247.8961 11.748 0.010067 0.0 0.0 1.0 1.0 5.127 0.0 0.0 5.583 -0.05048 0.0 4.528 4.668 True
0_11049 44.4349 14.3305 11.0457 8.898 19.9437 90.6645 5.7473 0.16663 15.9531 21.1309 0.9997 0.9999 17.0 -1.135 2.223 71.06 -6.808 6.379 5.439 10.03 True
0_11505 41.9984 14.4111 9.9138 7.7785 17.6923 37.0283 3.9589 0.14703 14.4044 30.8515 0.9997 1.0 7.089 0.7484 -0.5735 116.0 -5.46 4.035 5.636 10.34 True
0_11652 49.0862 15.7623 14.269 10.7519 25.020899999999997 182.3288 8.0951 0.10053 1.9118 8.6985 1.0 1.0 1.238 -0.2361 -0.1405 38.93 -2.661 2.185 5.121 9.461 True
0_12631 103.641 103.0302 29.6334 29.2808 58.9142 1955.7379 28.093 0.016711 0.0 0.0 1.0 1.0 2.703 0.0 0.0 2.721 -0.007143 -0.0 3.803 3.811 True
0_13748 91.9424 29.4775 24.0966 21.0474 45.144 645.8555 17.374 0.011076 0.0 0.0 1.0 1.0 2.174 0.0 0.0 4.161 -0.0 0.0 3.956 6.965 False
0_14116 82.352 35.2994 23.626 22.6044 46.2304 7995.623 33.424 0.010815 0.0 0.0 1.0 1.0 1.784 0.0 -0.0 2.838 0.0 0.0 4.072 6.743 False
0_15334 43.6318 13.9655 11.4265 7.1304 18.5569 54.9579 4.7553 0.23084 5.997 40.8173 0.9994 0.9998 2.199 -0.82 -0.7943 111.1 -12.22 9.242 5.493 10.4 True
0_16294 88.5729 28.4967 18.8284 23.2045 42.0329 13774.6934 35.684 0.011895 0.0 0.0 1.0 1.0 2.145 0.0 0.0 2.525 0.0 0.0 4.052 6.989 True
0_16726 43.3548 15.6035 10.3898 9.2948 19.6846 74.2788 5.3882 0.1661 13.4428 9.7793 1.0 1.0 13.54 2.437 -0.507 65.0 -3.418 -0.97 5.525 9.922 True
0_19197 70.5426 27.7032 20.1902 19.2165 39.4067 3029.4009 23.168 0.012688 0.0 0.0 1.0 1.0 2.182 -0.0 0.0 3.702 0.0 -0.0 4.308 7.387 False
0_20352 44.4475 18.1221 12.175 9.32 21.495 75.852 5.6917 0.10753 13.2077 40.0065 0.9955 0.9998 1.788 2.137 2.003 72.43 -13.77 -8.006 5.426 9.594 True
0_22431 75.5628 24.0302 19.7068 18.1206 37.8274 199.6627 11.281 0.013218 0.0 0.0 1.0 1.0 2.54 0.0 0.0 5.506 0.0 0.0 4.225 7.528 False
0_23339 38.2469 26.4929 12.3988 11.5288 23.927599999999998 607.9805 10.753 0.11324 6.0061 12.7105 0.9988 1.0 1.958 0.627 0.495 21.98 -2.135 -2.035 5.979 8.792 True
0_23521 109.8635 89.4057 35.7766 26.5852 62.3618 3549.1868 33.872 0.035001 0.0 0.0 1.0 1.0 8.812 0.0 0.0 2.799 0.006565 -0.0 3.774 3.991 True
0_24051 35.6109 20.2202 7.241 9.1214 16.3624 48.0273 4.1212 0.18002 42.0594 11.5751 0.8794 1.0 6.005 -2.221 5.483 74.52 -5.355 3.17 6.327 9.998 True
0_24089 72.3045 24.3526 20.7059 18.1314 38.8373 3371.2251 23.515 0.012874 0.0 0.0 1.0 1.0 2.348 0.0 0.0 3.851 0.0 -0.0 4.267 7.608 False
0_24158 61.4863 21.7229 17.6614 16.2506 33.912 2102.2661 18.885 0.014744 0.0 0.0 1.0 1.0 2.586 -0.0 0.0 4.493 0.0 0.0 4.565 8.119 False
0_24335 33.9785 22.5814 7.2347 9.4735 16.708199999999998 597.6904 8.3275 0.19299 22.9383 8.4647 0.9816 1.0 4.99 2.715 -1.713 44.15 -1.317 -2.976 6.549 9.788 True
0_25131 44.3219 17.286 11.0065 10.4985 21.505000000000003 85.7129 5.9303 0.1147 11.6355 17.6603 1.0 0.9999 8.706 3.188 0.4374 47.69 3.475 7.881 5.447 9.579 True
0_25652 124.8736 93.3273 41.6365 28.6741 70.3106 5503.2744 41.4 0.063811 0.0 0.0 1.0 1.0 21.32 0.0 0.0 2.372 -0.1516 0.0 3.694 3.968 True
