col.0: MtotZAMS/Msun  col.1:num mergers
430509781.0324014 3846
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
0_796 54.9012 54.8464 14.4126 14.313 28.7256 129.9129 8.2502 0.02236 0.0 0.0 1.0 1.0 7.194 0.0 0.0 7.095 -0.1198 -0.0 4.813 4.815 True
0_7621 38.4677 37.3986 7.3586 6.025 13.383600000000001 2678.7515 11.988 0.43201 13.0312 58.4506 0.9999 0.9969 81.01 -0.5561 -4.304 101.4 -24.05 -24.27 5.944 6.083 True
0_9969 86.5743 26.6596 20.801 17.5136 38.3146 5753.3096 26.64 0.01305 0.0 0.0 1.0 1.0 2.085 0.0 -0.0 3.71 0.0 -0.0 4.028 7.212 False
0_12709 39.7808 13.4626 9.4086 4.7606 14.1692 3071.9294 10.492 0.017728 14.3273 83.0574 0.9999 0.9988 4.038 3.154 0.2381 119.1 0.09789 -8.128 5.789 11.09 True
0_13396 62.9742 32.7582 15.9162 4.2478 20.164 11666.0713 153.85 0.96002 0.0 133.8292 1.0 0.1867 1.417 0.0 0.0 45.07 9.116 5.015 4.517 6.735 True
0_15402 59.9242 59.3213 15.6934 15.2898 30.9832 3726.7644 20.38 0.005459 0.0 0.0 1.0 1.0 4.408 0.0 -0.0 4.335 -0.02313 -0.0 4.613 4.646 True
0_18414 55.4181 54.9015 14.8523 14.3732 29.2255 2810.9219 18.194 0.033845 0.0 0.0 1.0 1.0 4.827 0.0 0.0 4.893 -0.00669 -0.0 4.784 4.841 True
0_27098 29.08 19.2947 8.0673 4.1985 12.265799999999999 3036.6021 10.497 0.33896 54.9926 79.1478 0.6927 0.9986 11.55 0.9386 8.328 126.1 -23.61 -11.98 7.389 11.3 True
0_28656 71.8978 71.6402 18.1707 18.0131 36.183800000000005 7704.6152 27.556 0.011104 0.0 0.0 1.0 1.0 3.499 0.0 0.0 3.44 -0.03475 0.0 4.278 4.285 True
0_34676 59.7379 58.603 15.7512 15.0922 30.843400000000003 3759.5552 20.365 0.024266 0.0 0.0 1.0 1.0 4.404 -0.0 -0.0 4.459 0.06908 0.0 4.619 4.664 True
0_36580 105.0017 32.9873 23.5065 20.1829 43.6894 5613.4604 29.224 0.011444 0.0 0.0 1.0 1.0 1.815 0.0 -0.0 3.287 0.0 0.0 3.831 6.688 False
0_38961 32.6757 10.75 4.69 3.6418 8.331800000000001 202.5524 4.0598 0.35278 24.4726 96.8598 0.9736 0.9991 10.61 0.04135 3.068 223.8 24.42 -17.07 6.733 12.58 True
