col.0: MtotZAMS/Msun  col.1:num mergers
430669009.9262963 92
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
2_3807492 45.2639 32.4756 10.1017 8.1097 18.211399999999998 1804.7887 3563.6 0.99952 13.591 27.2471 0.9787 0.0818 2.91 -1.028 2.091 13.8 3.385 0.2473 5.195 6.935 False
2_3870857 72.0715 30.7563 12.7154 4.6335 17.3489 1907.4174 205.62 0.98623 6.6255 104.569 0.9997 0.3414 1.936 -1.254 0.4639 42.09 7.899 2.796 4.279 6.961 True
3_451527 57.8829 44.5857 4.7419 4.1397 8.8816 336.7497 4.7676 0.30905 57.0776 61.5481 0.9999 0.9999 244.4 1.638 4.014 185.9 3.817 5.313 4.69 5.329 True
3_973867 46.5651 28.924 9.4065 7.687 17.0935 3137.6074 3665.7 0.99943 17.3036 26.6128 0.9919 -0.9866 2.832 -3.216 1.063 13.2 4.443 -0.04576 5.126 7.192 False
3_1009404 38.551 31.4343 7.3603 3.3265 10.6868 319.1209 120.7 0.99055 34.0679 115.2783 0.9287 -0.3197 3.975 -6.781 -1.434 58.4 4.974 2.68 5.71 6.518 True
3_1500987 55.5412 43.1589 4.5049 3.9244 8.4293 5213.3511 19.259 0.78816 40.0479 108.8835 0.9997 0.9998 234.4 1.963 7.397 105.6 36.75 -8.505 4.778 5.429 True
3_1576358 65.2163 31.1492 12.1176 3.9656 16.083199999999998 5978.2061 196.5 0.97991 9.2208 100.5246 1.0 0.7215 2.502 -1.57 0.08549 40.44 8.262 -2.304 4.42 6.797 True
3_1624436 71.7691 60.9136 12.2988 9.2055 21.5043 61.2693 5.5128 0.14309 0.0 17.2183 1.0 0.9999 102.2 1.01 -0.0 66.18 2.547 -6.774 4.265 4.746 True
3_1707019 51.3622 28.6771 6.7292 4.4453 11.174499999999998 9341.4746 214.63 0.98371 35.7954 102.9362 0.9173 0.4242 6.129 -0.5415 -4.798 51.58 -20.1 -4.097 4.915 7.474 True
3_1749924 33.7223 31.5013 6.8442 4.559 11.4032 4897.064 469.21 0.99473 40.7686 43.4419 0.0992 0.8412 8.469 -7.847 1.48 25.15 0.3513 0.7575 6.246 6.553 True
