col.0: MtotZAMS/Msun  col.1:num mergers
430491389.7510028 50
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
0_83224 48.5028 42.1904 5.352 4.6847 10.0367 172.1115 5.2104 0.50353 39.8533 70.6926 0.9999 0.9999 173.6 -56.28 3.634 157.5 30.87 6.931 4.975 5.565 True
0_232221 53.6725 44.7533 5.3621 5.3045 10.666599999999999 209.0464 4.7306 0.2646 38.909 104.6899 0.9997 0.9956 158.6 43.68 5.381 154.7 21.97 39.79 4.767 5.323 True
0_302808 100.8283 22.809 11.2087 3.6824 14.8911 2083.1052 191.91 0.98677 4.3106 89.1442 0.9998 0.978 1.272 -0.1127 0.2796 39.19 1.664 -0.5132 3.953 7.65 True
0_569082 47.9481 32.3731 7.2872 3.0137 10.3009 874.1801 145.55 0.9902 32.5794 105.4755 0.8302 0.5908 6.248 2.917 3.122 51.26 10.86 2.122 5.011 6.416 True
0_795574 45.7606 44.9206 4.0562 3.5857 7.6419 2683.1348 50.444 0.95551 100.5042 153.6012 0.969 -0.7505 55.19 23.48 13.47 91.23 30.74 8.136 5.198 5.305 True
0_1158187 96.044 30.103 12.9649 3.7841 16.749 13322.7861 247.68 0.97985 2.6231 94.9775 0.9998 0.713 0.7339 0.5466 -0.2643 35.28 -8.514 -2.017 3.977 6.898 True
0_1380352 61.6939 35.7219 8.9674 3.6233 12.5907 93.9453 426.98 0.99877 18.9023 75.7186 0.9883 -0.8465 5.094 -2.351 -0.7987 32.38 -9.055 0.3358 4.509 5.902 True
0_1901832 33.3554 24.3655 5.9377 4.794 10.7317 6802.043 2502.7 0.99921 7.2368 26.3046 0.9978 -0.6107 5.371 0.1665 -0.4123 15.59 -2.59 0.2049 6.198 8.157 False
0_2336990 95.7127 24.5978 11.8862 3.2668 15.153 824.7419 349.35 0.99566 9.4626 126.5027 0.9902 0.0737 1.41 -1.27 -1.701 38.8 -17.31 -1.624 3.987 7.539 True
0_3792969 43.8506 37.2997 5.3008 3.1529 8.4537 11.6033 2.7892 0.71554 29.5289 72.9365 1.0 0.9996 322.6 -88.34 -3.687 446.1 13.58 20.81 5.239 5.838 True
0_3876396 61.5279 44.1131 5.3779 3.2985 8.676400000000001 1183.5264 118.9 0.98739 43.6764 123.5309 0.9316 -0.9891 4.426 3.191 4.143 68.01 13.64 -0.5745 4.576 5.321 True
1_306804 35.2014 34.1009 5.1751 3.7991 8.9742 1559.6724 115.27 0.98485 66.0553 106.227 0.5495 0.7264 8.69 3.593 -4.817 63.88 -13.3 3.304 5.978 6.982 True
1_2035917 104.929 42.1572 14.6116 5.0025 19.6141 2889.9429 272.96 0.98736 0.0 82.4017 1.0 0.9992 0.2956 0.008103 -0.0 33.37 -0.07079 -0.09302 3.9 5.891 True
1_2214019 73.5968 58.2994 9.5175 6.7273 16.244799999999998 190.9449 6.2635 0.25486 8.3657 24.0345 1.0 0.9997 90.35 17.86 -0.1972 98.82 1.715 -9.438 4.242 4.756 True
1_2511253 51.452 42.8277 4.7976 4.7894 9.587 4146.8979 12.078 0.55823 48.8021 87.0909 0.9998 1.0 255.0 -68.29 7.288 64.04 -33.58 -2.349 4.868 5.453 True
1_2851798 50.1433 42.5304 5.1725 4.746 9.918500000000002 1807.7542 7.8358 0.29164 59.8338 36.6173 0.9996 0.9997 154.1 27.48 5.627 115.5 20.85 7.168 4.919 5.504 True
1_2994671 51.5031 43.4821 4.9514 5.026 9.9774 131.1333 4.1673 0.33855 62.3612 51.6148 0.9998 0.9992 234.4 82.12 6.094 166.5 -3.231 19.17 4.851 5.42 True
1_3605955 48.7176 22.9462 4.1116 3.7633 7.8749 8498.4863 91.086 0.96728 84.7683 117.1299 0.5289 0.1494 6.944 3.113 6.025 76.48 10.43 8.053 5.051 8.312 True
2_247916 63.782 50.1051 9.4103 5.4277 14.838 121.3847 706.33 0.99909 25.0828 27.0093 0.622 -0.9402 2.645 -6.103 -0.04735 4.852 17.42 -0.2153 4.45 4.924 True
2_271428 50.4363 41.2814 4.9776 3.0434 8.021 9.6657 5.3259 0.89864 54.3855 120.6977 1.0 0.9997 371.4 -32.61 -1.086 576.4 27.1 22.76 4.899 5.458 True
2_456628 112.391 42.4792 14.1657 5.5223 19.688 2281.5376 319.11 0.99021 0.0 95.6934 1.0 0.875 0.3949 0.008119 -0.0 35.21 12.77 -1.216 3.86 6.025 True
2_803442 45.5395 37.2413 7.209 6.3678 13.576799999999999 4558.7495 5727.3 0.99968 54.4763 21.2949 -0.0382 0.1634 6.985 -5.716 -3.743 12.47 -0.6428 0.2008 5.147 5.687 False
2_993757 56.0802 45.2999 5.8928 3.5318 9.4246 6.5333 1.8707 0.66327 24.404 50.0579 0.9998 0.9997 134.8 3.044 3.633 552.1 0.711 18.56 4.671 5.2 True
2_1470128 65.6287 42.9105 7.6274 9.9113 17.5387 18.5649 8256.6 0.99997 20.0213 17.2083 0.9949 0.8816 2.425 -1.902 0.8193 9.367 4.47 0.02736 4.441 6.065 False
2_1660673 42.0111 36.686 5.2675 3.2129 8.4804 13.3014 2.756 0.68217 21.538 46.0641 0.9997 1.0 155.8 -47.52 4.923 411.6 -14.63 -3.869 5.359 5.968 True
2_1999704 58.5074 48.7327 5.7208 5.5411 11.2619 539.938 7.0502 0.43064 26.7676 24.6515 1.0 0.9999 203.3 48.43 1.02 109.6 -5.227 6.704 4.598 5.151 True
2_2120727 52.0928 43.11 4.718 4.8468 9.5648 2838.4028 11.048 0.56431 57.5718 48.3323 0.9993 0.9994 159.0 70.72 -7.748 95.67 -9.952 -13.02 4.84 5.421 True
2_3357419 71.3133 56.5852 8.5926 4.9511 13.5437 6.8392 1.9266 0.40244 13.2378 21.7358 1.0 1.0 123.7 -31.48 -1.128 328.6 -6.8 -3.826 4.276 4.795 True
3_251852 74.7999 37.2579 11.1276 3.8627 14.9903 2754.2515 234.14 0.98827 12.4128 101.0423 0.9927 0.8423 3.806 0.8276 -1.518 39.56 12.31 -1.401 4.228 5.969 True
3_1269305 38.9858 36.8635 4.7965 3.2068 8.0033 10.5456 1.8493 0.54821 55.73 105.1236 1.0 0.9995 259.5 -91.63 0.7474 447.3 24.94 -20.31 5.593 6.211 True
3_1359096 79.4182 23.565 9.5286 3.0158 12.544400000000001 11277.5557 230.06 0.98369 18.479 119.7905 0.9828 0.4594 5.31 -0.8067 -1.517 43.91 16.84 2.917 4.176 7.783 True
3_2433147 31.6768 30.2762 3.7877 3.3712 7.1589 525.6478 89.153 0.98858 32.1777 117.4167 0.9987 0.9499 5.394 -2.629 0.188 75.86 20.47 -1.551 6.449 7.843 True
3_2812455 96.6877 22.436 10.3246 3.5756 13.9002 111.7684 174.17 0.99542 8.5645 96.9989 0.9999 0.9015 3.522 -1.167 0.1763 43.02 -3.867 -0.6675 3.994 7.724 True
3_3217199 45.2634 22.0438 4.1013 3.3336 7.434900000000001 4739.9067 92.944 0.97514 67.6116 133.8319 0.8667 -0.8673 6.45 -5.747 3.183 82.18 -15.62 -3.341 5.222 8.591 True
3_3696559 72.3948 58.7547 8.6918 6.6304 15.3222 321.8177 6.8369 0.24586 14.9736 19.6697 1.0 1.0 154.4 28.98 2.415 97.59 8.287 1.375 4.264 4.784 True
4_102793 37.3548 33.5974 6.4236 5.4453 11.8689 7593.9541 12.158 0.15926 37.709 65.6945 0.3274 0.9977 12.53 -6.773 -0.3384 98.39 -14.95 15.39 5.75 6.088 False
4_306022 121.7575 43.481 9.3356 3.1351 12.470699999999999 197.1785 166.87 0.99402 26.0939 93.7378 0.9878 0.9071 0.2091 2.371 3.006 43.25 2.567 -0.6964 3.856 5.378 True
4_321235 80.1659 64.2648 10.3748 7.2193 17.5941 96.8367 5.5358 0.24013 9.023 22.3551 1.0 0.9998 114.4 20.62 1.518 94.81 1.883 -7.37 4.133 4.636 True
4_531341 39.991 38.1779 4.974 4.2274 9.2014 1068.5289 6.4919 0.29404 67.8766 43.3753 0.9992 0.9995 189.9 -64.57 -11.33 145.9 -4.146 -10.24 5.514 6.127 True
4_883990 57.8611 40.9409 5.2832 5.5399 10.8231 377.9043 143.42 0.99157 36.7106 105.583 0.9604 0.8501 3.47 -0.8109 2.555 64.53 19.99 -2.327 4.674 6.512 True
4_1438550 43.76 38.7747 5.3871 4.3037 9.6908 978.1224 8.2425 0.5404 50.3145 31.653 0.9997 0.9998 122.1 -9.388 4.985 137.3 6.718 -7.026 5.249 5.855 True
4_1614345 101.5118 76.5415 8.1856 6.3661 14.5517 436.4777 789.16 0.99874 22.5188 57.2983 0.9867 0.5961 6.761 5.743 -5.61 24.51 -16.94 0.6643 3.985 4.269 True
